ID	OriginalText
532ee82273d4717e	武林有义士，协力讨群凶。多个据点被江湖恶势力占据，亟需仗义之士结队前往清剿。
aaeff8bdfe68a365	没遇见对方时不相信
1066c1a5ff545a2f	中原
96a63fb8fd0bc43b	流派塔破竹·风第1层-悍匪刀盾小首领
5c6728d13f16a632	佛光顶-酒肉和尚（弓）\n巡逻定制动作：有
bde0a9d32c3c0400	神智不清
fa47a0a8456b6cda	微信
c00b82b716308ebe	夜行刀
7d11fbe794f948c1	当时，满朝文武皆不相信王朴相公能把开封城改建成图中模样。
86fa45441e7f60a9	卸势成功时，可以立即获得以下效果中的一个：\n   长生之引——下次技能#Y伤害提升10%#E；\n   长生之心——下次技能#Y必定会心#E；\n   长生之意——下次技能#Y必定会意#E；\n效果最多可持续#Y10#E秒，每#Y24#E秒只能生效一次。\n可生效技能包括武学技及感知技、特殊技、蓄力技及派生技。
fdc1b490c44f0b1c	偷听客栈中两个江湖人的对话，获得“沧浪剑谱”的相关线索。
9c99d3b3954dfc4a	浮空追击<月出惊春|781|#C|10302|20302105>对真气值低于30%的目标<会心率|780|#C|21>增加#Y30%#E。
63dca202b6ca56e5	重大影响神智的事件引起
d582eb90ea8a8692	江湖路远，能与马儿依偎休憩，甚好甚好。
53d71e874e321cfa	流派塔鸣金·影第2层-和尚月牙铲3
3cd72a1c092254f7	鸣金·虹塔1-3-刀盾首领
15785c6daf2a1431	流派塔牵丝·霖第1层-悍匪刀盾小首领
405a973b7ee77f4c	破军杀将玩法中，外功攻击和全属性攻击#Y+5.25%#E；#Y5级#E、#Y10级#E、#Y15级#E将分别解锁特殊效果
345691172fa4b512	武林录-阴阳如影
70d79dfd1ba232cd	江湖传言，当佛光顶之上重现佛光圣迹，佛子妙善便会归来此地。这是真相，还是谎言？或许需要一位有缘人，印证此事。
ca9102501a6f4be9	大相国寺-走动背景板
4bef91ec563c7a41	宝甲蒙尘，兵器藏锋，或许是太平之世最好的归宿。
e15294ae1665c6e1	丰禾村刚建成的那一年，田里颗粒无收，燕丰子便带头和几个小伙伴下田捉虫。当他将一盘盘带壳和带蛹的食物搬上桌时，村里人都吐了，从此落了一个“小疯子”的称号。虽然燕丰子吃完也吐了，但他不信邪，活人难道还能被饿给难住？既然田里的虫吃了粮，那他就吃田里的虫。
71fb28734d8a1097	自慈心镇被佛花使者率众信徒把控，民风大变，有义士五鼠兄弟暗中救助镇民，藏匿于地下洞窟。五鼠中的小弟吉小鼠近日却常常行迹诡异，不知搞些什么名堂……
8f92bdbc9011c63d	世界等级-佛爷寨-酒肉和尚（月牙铲）普通组
9a936ca87ffd11da	噢！和尚给强盗下毒，都不是好人啊。
f4ece2330d2e1df1	江湖人-侠客女
d5ebe36d62433f33	这些人究竟是谁？伊刀所谋又是什么？\n就在你与伊刀分神之际，原本死去的杀手突然活了过来。\n原来伊刀故意留下活口，为了找到幕后之人。
94f6ae9e8e21daf8	客人此言不对，没有世宗皇帝，还会有别人领着我们往北。这北边的失地，是多少人的家，难道就放着不收回来了？
8f8bb61e7c14a7a5	旧友新朋，何愁前路无知己。
86411838d04a01d5	发布拜师信息
96fa33718ca3007a	挑战清河据点有#G20%#E概率额外获得一件装备（包括武林录及协力清剿中的据点，每消耗20点心力生效一次）
e92e0cfa9bea4b99	長桿兵器
69bd99b18b288e09	相传，此功可令人身形缩小，筋骨缩放自如，犹如灵蛇游动。于五代之时，江湖纷争不断，缩骨功亦曾现于世间，为武林奇士所掌握。然其真实面貌如何，已难考究。   
305ea907453ef159	<天怒刀法>连续命中同一单位（间隔不超过2秒）时，根据次数额外造成（0/1/2）点真气伤害。
c853b9c01c6d3d40	流派塔斫木·欢第8层-绣金楼镰刀骑马小首领1
a217a649cd006cfe	<最小外功攻击|780|#C|15>提升，效果随单人模式等级提升（当前：#Y{0:.1f}#E点）。
3d06f6d7e5dc29a5	当前身处我的江湖
810d6dce65b9d006	佛花信徒
1c6ae2327f7842ac	世界等级-佛爷寨-酒肉和尚（弓）\n巡逻定制动作：有
4fc12a969dc3b196	造成#G340%#E打击，沉默对方#G6#E秒。
b8a2604621b4814d	醉花阴“艳湖七美”之一，以多智擅弈闻名。\n曾与云华楼主秦弱兰手谈，又以“诱鹿入蕉”之局而声明大彰。\n虽有人称此不过因缘巧合，猫岂弈棋耶？\n但更多人却愿将其奉为花阴美谈，笑呼蕉蕉棋中仙。
2d405c580c21b372	《韬略元机》，康熙四十六年刊印，清朝四大残排局谱之一。此书收集了不少民间流传的江湖残局，改变了明代以来为残排棋谱以红胜的倾向，代以和局，是以后高级排局出现的开端。
6dbcffa75c0e247c	醉花阴弟子，二十四番花信风中的寄春君。
3c4674b856b176ec	樊楼-武林录-氛围填充4-白衣女
ee79408e84c4338d	流派塔破竹·风第1层-草贼单刀1
7047938e0a1787af	连那放佛光的大和尚我都不怕，还怕什么神佛呢？小娘子，还是别挣扎了……
1a7420f2e6e2ebf3	江湖故人
f9fc3d6b21bcd63d	此人本是江南国主身边的得力女官，至于姓名……倒真的未曾听闻。这人主持羽衣楼诸事，都是以女官的名号行事。
ded997b8c6707b55	我要也有个江湖朋友，他们定不敢这么放肆了！
e271da1e18cab9d6	右街-江湖人7-对话
52ab44e381500739	忠义
e782fe8e5694e956	江洋大盗伊刀正在寻找寒香寻的下落，保护好自己，然后想办法甩脱他。
3dacd3b125e73d41	樊楼-武林录-秦弱兰-醒来后对话目标
4e2b471e3438c7b1	英雄冢机器人-弹刀木桩
469cc290999ff5ea	存货处4-梁慕仁、吴美雄茶歇-白
10fd28873f87cb73	王智超
3c5e94796ac574d8	江湖人-隐雾林坐着被梦傀治疗
af2346314a5d0146	每次造成或受到伤害时，都有#Y10%#E概率附加一个毒素效果，持续#Y5#E秒，每秒造成一次伤害。毒素获得时会立即降低目标#Y1.2%#E内外功防御，持续#Y10#E秒，最多可叠加#Y5#E层。重复获得可刷新时间。
28a7df7eb0f918e3	天涯客云游江湖所录
15eb841fa13d8868	完成武林录#Y侠迹·仇越海#E（{0}/1）
add17538a6c09f32	鬼樊楼江湖人
b5fa97335b690af1	<无名枪法|781|#C|10202>武学技<乾坤定|781|#C|10202|20102101>使用时回复耐力值和获得的#Y耐力消耗减少效果#E提升（疾跑、蓄力技额外提升），持续时间延长。
af27bcb14c1be257	萧史品性高洁，为人克己守礼，从不沾染那声色犬马之事。且他对待下人亦是宽厚仁慈，从不仗势欺人。
a023ca7a3511d067	快……快帮我按住马儿……否则它会流血死的！！
ad83d726556b9d5f	江湖人
8ae494f974b2e741	<蓄力技：百露凋残>命中敌方时若自身真气高于50%，则自身获得2秒的强韧状态，强韧效果每隔20秒可触发一次。
a8bb0c0039174a05	王智超
805d1b01736cf564	神秘人在你的帮助下，了却内心执迷。道之所存，不止于一山之中。临别之时，将墨门信物交予了你，持此物归，以复冯继升之命。
2f9b8a3e1d8572cf	归还玉佩
8b45c0ec1e681233	无比客店-一层正堂-贫穷的江湖人
21875999bf535523	微信小程序活动奖励
b3f240a8a1154230	王智超
5edf320ee8f2c31a	外来江湖人
9a5885ab98fc7520	在3秒时间内移动距离超过#Y12#E米时，可获得#Y5#E层春雷效果：每次使用#Y重击、空中重击、轻击、轻击蓄力#E造成伤害时都可以消耗1层春雷提升#Y该次及接下来1秒内#E造成的该种技能类型气血及真气伤害#Y15%#E，增伤效果结束后才会继续判定。移动获得春雷效果每#Y15#E秒只能触发一次，最长可保留#Y12#E秒。#Y春雷#E效果期间，#Y重击#E或#Y空中重击#E命中真气值低于#Y30%#E或气竭的目标时，可以回复一层#Y春雷#E效果，每#Y2#E秒只能生效一次。
a7d89c5dfa5918a5	佛爷寨的头陀，奉命看守普通和尚，受其口舌折磨已久。
811d93a03c229784	伊刀-梦中世界训练场位面
3944d39c796902aa	前置技能打断点，第一段突刺结束后，即可打断技能。
cd7ac5acea905b4b	自妙善禅师远游之后，法华禅寺便已不复昔日荣光。后来慧药紧锁禅门，将反对者逐出后，更是……
6d13c152345c55dd	王智超
f7073f4913db88bc	武林录
8df639eb5b0f61ea	于世人而言，不羡仙和离人泪从此成了一段令人唏嘘的过往。\n这是神仙渡少东家故事的结束。\n而这，也是你江湖之路的起点。
562cd9474a903a3c	陌刀武学·未装配
ac3f07c133d7c441	#a66829北竹林#E里有个叫蓉蓉的小女孩，总说此地藏着一本《大侠秘籍》。
76358b4c0135e84f	话我可以传，但他们会信我吗？
8aa818c94af298b8	缘起今日，待看因果
b728f360224c6826	粮价风波-乔少仁-情景1晚上
32042e55377439c4	双刀2
092a5772190512fe	在3秒时间内移动距离超过#Y12#E米时，可获得#Y3#E层春雷效果：每次使用#Y重击、空中重击、轻击、轻击蓄力#E造成伤害时都可以消耗1层春雷提升#Y该次及接下来1秒内#E造成的该种技能类型气血及真气伤害#Y15%#E，增伤效果结束后才会继续判定。移动获得春雷效果每#Y15#E秒只能触发一次，最长可保留#Y12#E秒。
fc7fcee4361ae0d2	癫，表现为抑郁状态，情感淡漠，沉默痴呆，语言错乱，不知饥饱，甚则僵仆直视，属虚证。狂，表现为兴奋状态，喧扰不宁，衣被不歛，打人骂人，歌笑不休，多怒，甚则逾垣上屋，属实证。
cda38f56b9d360f3	自上次相邀已有三日。久未得信，想来你已将前尘尽弃。如此便不再叨扰。\n弟子情缘此后将由本门做主，得罪之处还望海涵。
2ba396386c81c740	竹林旧居-战利品刷新点100
fcf1a5d52665d05b	王智超
fa5d66133d86833e	十七岁那年，我救了一个汉人回来，他叫陈怀卿，听了“长生仙人”的传说，来寻解毒的方子。\n我讨厌这个称呼，我是相貌与常人不同，不是仙人，我也没有一声大吼震碎毒虫，我只是跟着阿婆学过怎么驱使它们。\n陈怀卿讲了外面很多的趣事，我听得很快活，原来村子之外不但有江湖，还有庙学，有佛堂，有我从没见过的节日。但阿婆拦住了我，说外面的人心毒，见了会烂眼睛，她走江湖炼长生虫的时候见过，因此瞎了。\n陈怀卿临走的时候，讲了江湖人相互下毒的事，他说一定要拿到解毒的方子救家里人，我心软了，偷了阿婆的方子，藏在灯里给了他。\n他捧着灯出了寨子，我望着他的背影，灯光在鹿食林的雾里像一只扑腾的火毒蝶。\n后来，我听说他在外自称“长生仙人弟子”，但他从不与我通消息，也没回来道谢。\n阿婆骂我不知道人心险恶，说这就是外边人心的模样，你对他们好，你得不到回报。\n这年生辰，阿婆将蟾王交给了我，说蟾王体内藏着长生虫，许多人都想得到它。阿婆还说，要是她不在了，长生虫能保全我和大家的性命，但这虫一旦用了，就回不去了。
da750fd09b402197	世界等级-绿林-草贼（单刀）\n巡逻定制动作：有
57c215601b6873df	傲世狂刀
ffce18e5769db070	江湖探索
428a57ee5a670820	医者仁心
9b1451b21d84843b	<最小外功攻击|780|#C|15>提升，效果随单人模式等级提升（当前：#Y{0:.1f}#E点）。
aa11383f3b351012	古人云：事莫明于有效，论莫定于有证。足下光有论辞而无实据，恐怕难以令我信服。
abce76b3edab4665	等待期间可前往江湖游历，\n参与世界探索、同游等玩法。
73a4fda973ecd38e	隐雾林中寒花遍野，毒雾千重。青溪医者翟煦常怀仁心，然凭一己之力，仍难抗朝生暮落毒患……
c709f4fa6f1fda2a	只有赶快……将#Y图纸被篡改#E的秘密交给朝廷，才可以挽回这一切……！
c12ab3997f08cd5d	不怒和尚的信
5beba26367b5c3e1	外功攻击和全属性攻击#Y+3%#E
fced82e0a1534df1	陆文信
411a12938d5e8e23	开封-小剧场-孝心可鉴-二房-父
f05726a32c8212b1	免疫沉默
97d13940984b86f4	呵，你也信……这都多少天过去了，他们一回都没赢过，白白输了好些钱财。
74cb4be08748400d	江湖的火或许即将燃向不羡仙，新的剧情将在#Y21级#E解锁。
5ca11a645cca8414	石像底座-皇帝
33eda170b1c423a4	若是不信，你去来苏蒙学旁边的食肆瞧瞧。
b0f238cbaa8eeb31	子曰：愚而好自用，贱而好自专。 足下独行独断，浅薄言辞。如何持论公允，令人称信？
5b12ea2d00650866	石守智
d454500bf2d368ab	团队信息
9c510f6613c05cdd	鬼樊楼江湖人
9d0d5213590df06f	他曾被一位名为褚清泉的大侠搭救，现在常常为这位恩人奉养长生牌位。
0b5b32362356ca9f	伊刀，粗鲁的西域大盗，对侠义不屑一顾，江湖中人人厌恶，给他以“死人刀”的恶称。但与褚清泉结识后，伊刀渐渐明白了“侠”字之重。在不羡仙独自面对强敌时，他的刀，为救活人命而挥。
379909c140db6067	百工坊-一叶平生民居-盗墓贼
658da13e294b9d40	竹林环绕的山庄挂满了祭奠灯笼和白布， 痛失妹妹的南烛公子正在戏台独自吟唱最后一曲。
f27fce7abefc0702	江湖男-随机
8c3a26107390c225	哼哼，那就是~抓到死人刀伊刀！
ce3ab76a339e5cf1	什么契丹啊，侠侣啊，国仇家恨啊，不知道的还以为是哪个话本里的呢。诶，你信不信？
57a64ec1647df432	完美闪避规避攻击后，有#H50%#E概率返还#H100%#E此次消耗的耐力值。
8b844ba1fb73a905	金错陌刀
d12c72320931de5d	信心值
56f69f2452e602b7	世界等级-绿林-草贼（单刀）\n巡逻定制动作：有
ff9031447d40563f	重大影响神智的事件引起
09f419127e2789e8	姑娘，是这样的，我家小姐等了你好些日子都不见你来，她便先行离去了。临行前，她嘱咐我将这封信转交给你。
a41e42d88f33165c	世界等级-佛爷寨-酒肉和尚（月牙铲）\n巡逻定制动作：有
b5bd0ccc0d649087	烧刀子
b0b951389f9ee759	寿昌坊的仇衙内与多年笔友“漱玉仙子”约会相见，传闻其笔友容貌超群，貌如仙子，仇衙内羞于己身容貌，特请江湖少侠一位，乔装为其英俊兄弟，前去相会。切记：“相思相见知何日，此时此夜难为情。”
16f11295a1cacf53	绣金楼-营地-镰刀
89b75bd8a8d6ee35	【常平仓镇守】驻军—偃月刀步兵
8c91783100419544	大相国寺-走动背景板
e588707e4702d545	哟呵，这都找到一半多啦？不错不错。上回旃太公说了，完了会给你些赏，虽说我不大信……但你就先等着吧。
53410b7ce77962e5	新手副本火焰特效增补用
02a59717dd7119f1	不料绣金楼突现，包围了整个不羡仙。\n他们见人就杀，根本就没打算留活口。\n伊刀不希望你去送死，可是这是你的家，又怎能不回去？
84c9f9bf015e4b51	夜色降临，有江湖客叩响了客房的门，你需要辨别江湖客的身份。
218f08affe27d9eb	红色路牌创建一-墓穴
6d7e62c7d5990efb	樊楼-武林录-氛围填充4-白衣女
48d065032701f2fe	江湖同游
7988ae9f2df080ba	#Y骷髅已散枯荣幻，屠刀不暝徒长明。#E故人的屠刀不知有没有放下。故人将在第三日前来。
8de8b08370997158	「王浚楼船下益州，金陵王气黯然收。」\n\n962年，北宋南征荆湖在即，一统南北的军事方略即将拉开帷幕！\n为了筹措南征军饷，北宋朝廷借观赏水军演习之名，于宝津楼上宴请蜀、唐两国使臣。\n\n飞花拂面中，金明池军阵演习之声随风入耳，蜀、唐使臣如坐针毡。\n一场围绕着长江局势展开的威慑与博弈，意外引出了藏于五牙大舰深处的惊天机密……
9a857e6361d38e9d	金错横刀
5feef08a1b2efd3c	王智超
c73f9930800d9c71	听说有门功夫叫醉拳，俺也想学，少侠你知道怎么打不？
ca1303feb487aa3b	流派塔牵丝·霖第2层-和尚弓3
b01752d391223fe0	调息：90秒。\n朝前挥出两刀，对前方单个敌方目标造成大量伤害并使其无法受到治疗效果#Y6.3秒#E。\n#Y机制：还会使目标获得易伤效果，受到伤害提升10%#E
e7d0786cf959dd16	世界等级-寒菌梦傀-铡草刀（精英）
a35c11030b9e65b4	武林录测试·逃离火海
10f2488efa037a37	刀不平
4d87b02fd3a271b7	《常平堡据点》驻军—偃月刀步兵
77253a370d0140eb	普通 佛爷寨-酒肉和尚（弓）不主动攻击
5e0742e376efb404	《武林录》记载薛丑乃市井奇人，能履火蹈刃，种瓜移井，立兴云雾，坐成山河，功夫很是了得。既然来了勾栏瓦肆，便去拜访一下这位前辈吧。
df6833d7edff054a	夜行刀
9206df93f0018f6e	长兴集珍宝阁内的店小二，负责招揽、接待进店的江湖人客。
48bcc5a6b4c8878b	破竹穿透
3b871807cd5c45aa	江湖历程
bc9614126e167931	天上来-随意模型固定背景板6江湖男孩
49474d4194405aff	天下熙熙皆为利来，天下攘攘皆为利往。而于陈全而言，名利皆为过客。他只图个，畅快一生。\n\n梁乾化二年冬，除夕夜。半零不落的茅草屋内，呼啸的寒风穿过乱石与麦秸的间隙，见证了一个娃娃的呱呱落地。女子伏在床榻上，以柔软的目光注视着这个啼哭的婴孩。未来的日子会如何，谁也不得而知。但她想给孩子最好的祝愿，她希望这孩子能拥有十全十美的人生。她和一边的丈夫相识一笑，给娃娃赐名，叫陈全。\n\n陈全在地里打滚的那几年，正逢乱世，又遭饥荒，日子实在称不上好。但他随他父母，最会苦中作乐。父亲常同他说，人活一世，最长也不过几十载，若时时心存忧虑，实在是白来这一遭。陈全把这话放在了心上。他爱花爱草，爱世间所有的好与不好。即便是父母因病双双亡故的那一年，他也不曾忘记父亲的嘱托。生死亦是人生常态，活下来的人，依旧要好好的活。\n\n后来，陈全带着父母的嘱托，去了很多地方，结识了很多人，寻见了许多喜爱之物。而其中最者，唯酒是也。醉时见天见地，如梦似幻，更添趣味。但他这般心性，不免遭人诟病。有人在他醉时来寻麻烦，反叫他在醉中领悟出了一套别样的功法。再后来……不知怎么的，打啊打的，他就渐渐打响了醉拳客的名号。门派长老欲揽他入门，他大手一挥，笑着拜别。贵人想招他入府，他摇摇晃晃，潇洒离去。江湖人谈起醉拳客，都心有好奇，也不知这世上，还有什么能将他束缚。而醉拳客自己给出了答案。\n\n晋开运四年，契丹攻城，开封大乱。战后，被重挫的鬼市子重建。而醉拳客，成了鬼市子的一员。他能不被名利所缚，却逃不过恩义二字。鬼市子朱佑生曾于危难时救他一命，他于是成了九流门和鬼市子的醉拳客。但他还是原来那副样子，喝着最烈的酒，在各方天地自在盘旋。外人都不信陈全这样的人，真的会为鬼市子和九流门付出性命。陈全也不在意。他出生在最冷的冬夜，却过了最热烈的一生，已然知足。如若真的到了那一天，他会抛下他的酒，去赴那场最畅快的盛宴。
9177d079f8a71bc5	这么大的阵仗，下头没藏着宝贝？老子可不信。
8e94faa478a7c863	江湖凶险万分，万一对方为你遭受蛊虫反噬，你会怎么办呢？
8d205bc1f3abb1df	伊刀音频区域
276b5277be5ca38a	竹林旧居-战利品刷新点494
3c0c2c201544a879	春畦生百药，花叶香初霁。开封东郊药圃连绵，药村＂聆杏＂焙药香袅，百姓安居和乐，杏音相承，针砭细处见仁心之本，捣药尘下藏太平之声。
febfcd78c4f0ef8c	仿塞北突厥部落装扮，待烽火重燃时，又着狼裘金面，跨马横刀，披霜雪，射天狼。
66f318918ec7c8cb	破防敌人
c0b93b621a66b727	无名将军-刀盾手
2887824b73c751b4	樊楼-武林录-氛围填充10-侠客男
0609f788c2e13f87	第八代四门门主之首，也是孤云第一位女弟子。性刚心细，平易近人。自称嗜饮第一，算学第二，可惜第一不如第二。江湖人崇其算无遗策，称神算生。
6f606dfba79eb192	雪守陌刀
1dabd37d7a7bba44	天道好轮回！
7b4b494cf3b3c292	点击此处蓄力瞄准后松开，可以烧毁藤蔓障碍物
c6d90a75fd421c6b	晋中原！值得么！
275383c07ea66380	手工业区武林录新增12
9ccbf0e0d8de3660	哎，是少侠你啊！江湖相逢，帮我看看这招如何？
fe4bc7ac3e22650e	挥动陌刀进行至多三段轻击，造成少量伤害。
5cebfeade7837353	缘起今日，待看因果
29f814ebf867d2a9	羽衣楼-碎片化叙事交互物-羽衣楼后院石桌-江南丝帛引
6d4667911fe0a615	王智超
50fef02e04599b88	少侠可别不信，真的是西域秘方！
a271b5d3a7ad357b	不信
e522bcf01fdf23eb	寿昌坊-太一宫-道士
83814c6e87f91bac	游侠亲启：\n十六巷检测到游侠在回收#Y【断石之构·心得】#E和#Y【沧浪剑诀·心得】#E的过程中，出现获得书票数与描述不一致的问题。对于异常期间给您造成的诸多不便，十六巷深感歉意，现将未正确发放的#4d734d珍品书票#E进行返还，望君海涵。\n感谢游侠对《燕云十六声》的理解与支持，如果您有其他疑问和需求，也可以点击添加<LINK id='link' color='#4d734d' url='https://h5.ds.163.com/v1/665b3e7c13fb830052aa3c54/' is_underline='true'>燕小云企业微信</LINK>来获得帮助，或拨打燕云专用客服电话95163988。
bd57d01d29439ec5	大世界-佛爷寨-酒肉和尚-醉拳精英-无弱点
895ef2f74d355e48	无名枪法武学技乾坤定使用时获得的耐力消耗减少效果提升。
200c39d81326066f	唔嗯……等不到师父，小因果就不回佛光顶……
7b9b665081b61dbd	江湖男-随机
9adb819f96df552b	是江湖传闻中的……
1899ab3c84696acc	是否确认接受营生之路的赠礼？\n当前选择不影响武林和探索体验。
c84d9b014f234c56	武林录-佛光顶
3417e6a50be5158d	最小外功攻击#G+13.2#E
273502f646496252	缘起今日，待看因果
6ade91f501715bd2	鬼樊楼江湖人
a1028802b593bdb3	您住下后可要当心，莫要轻信他人。
54875172c11bd548	裂石·威塔4-2-悍匪单刀（锁真气）-2个
2947a4782ea06c3e	智能npc陪伴模板--大鹅
aadf244a5a4aee57	【属性目标·二】装配流派武学组合时，最大外功攻击达到#Y500#E，同时会意率达到#Y16%#E
b58b9e87d5341995	脆弱
32af5a46b25c3188	少侠，我感念你特意前来示警的善意。但是因果自有定数，你若惜命，趁早离去。
696c36bc6823b75d	新春活动-绘影寄情-竹林旧屋桌上酱菜
3e1acebcf17ea370	饮酒中毒，缓慢自愈，需要及时治疗。
5140e685d61ef745	大相国寺僧人。
56e6a7d55f915c0e	师父 尔等能入我天泉门下 皆可谓武林翘楚 本座与有荣焉
c1072441356b379c	大相国寺
dcf3ecd42043ef15	但这生金瓯毕竟是进献给大宋的国宝，终究需要朝廷先来检验真假。
226f6755305394bf	龙衔宝盖承朝日，凤吐流苏带晚霞。天命已至，旧时庸碌，就此消散。
81f807b0e52a4f13	关于江湖人
18409675a999a405	醉花阴-樊楼三楼氛围-杜若-武林录后
43c5e0a8d552d0d0	将军祠擂台前-江湖侠士女-常驻氛围
247aaf9aaa27982a	十余年前在北盟烈言等江湖义士带领下抗击契丹的民壮，清河本土人士，如今早已战死疆场，出现在你面前的或许只是旧日幻影……
779c15e0ac41c587	越重的兵器，被夺去了，打还来的力便也越大
15266dab5d685e14	建隆年间，鸟尽弓藏，武将式微，文臣执柄。时局如棋局翻新。\n枢密使赵普于宅中忽逢刺客之难，幸有昔日隐侠摘星手挺身而出，赵普得脱大难。江湖哗然，议论纷纷。刺客之谜，摘星手与赵普之交情……背后究竟暗藏何等玄机？更有传言，昔年狼山一役，被摘星手所盗的沧浪剑谱，或藏于赵宅中。\n后之来者，若有机缘，或可前往一探究竟……
9a589ab00d02dd15	隐月山-绿林-持刀-弱B
da71c9818852f590	神秘驻地-单刀
99a2aa16df26680e	每次造成直接伤害/卸势成功/完美闪避成功时，可使自身获得一层#H【影】#E，触发间隔3秒。#H【影】#E叠加至12层可触发天雷使自身获得15秒#H【天雷开悟·影】#E，使游侠的以下招式得到大幅强化：\n积矩九剑#Y特殊技「次三衡径数」#E耐力消耗降低60%。\n心法「剑气纵横」的#Y高额流血伤害#E增强80%，且触发后还会遗留额外1层流血效果。
23be76d6a6df1827	嗯……那我本着江湖道义，拔刀相助，帮$T(2011)你探上一探，如何？
001c82780bd24453	我进这鬼市，便是想斩断前世因果。若再有故人来，那老夫只能，提刀伺候喽！
d251767fed981a38	武林录任务
7741fe9a591725c7	旃太公托付的信件
25b4b97e039d54c7	酒逢知己-敬酒空模型
2b6423834c7b5dd1	受佛花使者驱使的信徒，愚昧无知，每日在镇上游走，逢人便宣扬佛花的好处。
697d17aabe8abefe	善妙洲一带的草莽匪类，擅使月牙铲。\n\n据说能拿月牙铲的头陀私下里都苦练过棍花儿，不然那风车不能转得如此流畅。因为威风，所以充当护法门面，无戒无惧。\n\n这些人加入佛爷寨后各立据点，吃酒喝肉，好不快活。
4cd91fd432b41bd5	武林录·镇守
06bae62df7bd01a6	浮空
